Rapport_Collecte,Rapport_clean,Contamination,Etat_materiau
"Verre recyclable depuis l'Usine B. Poids 196.9 kg, volume 386.0 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable depuis 196 9kg 386 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Métal de récupération issu de la collecte citoyenne. Masse 65.3 kg. Forte conductivité (0.987), rigidité élevée. Bonne valeur marchande.",métal récupération citoyenne 65 3kg forte conductivité 0 987 rigidité élevée bonne valeur marchande,0,Inconnu
"Déchet plastique collecté en provenance de l'Usine A. Poids 43.3 kg, volume 91.2 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide.",plastique 43 3kg 91 rigidité semi rigide conducteur surface légèrement translucide,0,Moyen
"Lot métallique en provenance de l'Usine A. Poids 56.0 kg, volume 118.7 L. Conducteur, très rigide. Aspect très opaque. Matériau mélangé à d'autres déchets.",métallique 56 0kg 118 conducteur très rigide aspect très opaque mélangé autres déchets,0,Inconnu
"Métal de récupération à l'emplacement non spécifié. Masse 33.8 kg. Forte conductivité (0.967), rigidité élevée. Bonne valeur marchande.",métal récupération emplacement spécifié 33 8kg forte conductivité 0 967 rigidité élevée bonne valeur marchande,0,Inconnu
"Déchet plastique collecté en provenance de l'Usine A. Poids 36.7 kg, volume 38.2 L. Rigidité rigide, non conducteur. Surface indéterminée.",plastique 36 7kg 38 rigidité rigide conducteur surface indéterminée,0,Inconnu
"Déchets en verre identifiés au centre de tri municipal. Poids 203.5 kg, volume 418.3 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés centre tri municipal 203 5kg 418 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Emballages plastiques récupérés provenant de l'Usine A. Masse 37.9 kg, volume 50.8 L. semi-rigide, non conducteur.",emballages plastique récupérés provenant 37 9kg 50 semi rigide conducteur,0,Inconnu
"Collecte de déchets papier à l'Usine B. Masse 19.5 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",déchets papier 19 5kg semi rigide sans conductivité électrique surface très opaque,0,Inconnu
"Ferraille ou métal collecté provenant de l'Usine A. Masse 69.3 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal provenant 69 3kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Papier usagé en provenance de l'Usine B. Poids relevé : 4.5 kg. Faible rigidité, non conducteur. Aucune anomalie signalée.",papier usagé relevé 4 5kg faible rigidité conducteur aucune anomalie signalée,0,Inconnu
"Déchets en verre identifiés lors d'une collecte citoyenne. Poids 187.8 kg, volume 400.2 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés lors citoyenne 187 8kg 400 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Emballages plastiques récupérés depuis le Centre de Tri. Masse 25.2 kg, volume 69.6 L. semi-rigide, non conducteur.",emballages plastique récupérés depuis centre tri 25 2kg 69 semi rigide conducteur,0,Inconnu
"Collecte de déchets papier à l'Usine A. Masse 12.7 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",déchets papier 12 7kg semi rigide sans conductivité électrique surface très opaque,0,Inconnu
"Lot de déchets non identifiés issu de la collecte citoyenne. Masse 23.4 kg. Comportement physique atypique, classification incertaine. Conditionnement non conforme au protocole.",déchets identifiés citoyenne 23 4kg comportement physique atypique classification incertaine conditionnement conforme protocole,0,Inconnu
"Métal de récupération depuis l'Usine B. Masse 74.3 kg. Forte conductivité (0.906), rigidité élevée. Bonne valeur marchande.",métal récupération depuis 74 3kg forte conductivité 0 906 rigidité élevée bonne valeur marchande,0,Inconnu
"Feuilles et cartons collectés au centre de tri municipal. Masse totale 18.6 kg. Matériau léger, souple et opaque. Conditionnement non conforme au protocole.",feuilles carton centre tri municipal totale 18 6kg léger souple opaque conditionnement conforme protocole,0,Inconnu
Lot de verre trié issu de la collecte citoyenne. Masse 143.0 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Conditionnement non conforme au protocole.,verre trié citoyenne 143 0kg lourd extrêmement rigide aspect légèrement translucide conditionnement conforme protocole,0,Moyen
"Lot de papier récupéré à l'Usine A. Poids léger de 7.2 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré léger 7 2kg petit souple conducteur aspect très opaque bon état général,0,Inconnu
"Verre recyclable lors d'une collecte citoyenne. Poids 137.8 kg, volume 285.7 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable lors citoyenne 137 8kg 285 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Collecte de déchets papier depuis l'Usine B. Masse 16.1 kg. Matériau souple, sans conductivité électrique. Surface indéterminée.",déchets papier depuis 16 1kg souple sans conductivité électrique surface indéterminée,0,Inconnu
"Déchet en verre collecté à l'Usine B. Poids lourd : 205.3 kg, volume 420.5 L. Très rigide, non conducteur, aspect légèrement translucide.",verre lourd 205 3kg 420 très rigide conducteur aspect légèrement translucide,0,Moyen
"Collecte de déchets papier lors d'une collecte citoyenne. Masse 12.2 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier lors citoyenne 12 2kg souple sans conductivité électrique surface très opaque,0,Inconnu
"Ferraille ou métal collecté depuis le Centre de Tri. Masse 64.7 kg. Haute conductivité électrique, matériau rigide. Prix revente estimé.",ferraille métal depuis centre tri 64 7kg haute conductivité électrique rigide prix revente,0,Inconnu
"Feuilles et cartons collectés en provenance de l'Usine A. Masse totale 22.6 kg. Matériau léger, souple et opaque. Aucune anomalie signalée.",feuilles carton totale 22 6kg léger souple opaque aucune anomalie signalée,0,Inconnu
"Déchet plastique collecté à l'Usine B. Poids non mesuré kg, volume 51.2 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque.",plastique mesuré 51 rigidité semi rigide conducteur surface semi opaque,0,Inconnu
"Déchets plastiques divers issu de la collecte citoyenne. Poids estimé 29.4 kg. Opacité légèrement translucide, souplesse variable. Volume surestimé, vérification recommandée.",déchets plastique diver citoyenne 29 4kg opacité légèrement translucide souplesse variable surestimé vérification recommandée,0,Moyen
"Bris de verre ou contenants provenant de l'Usine A. Masse non mesuré kg. Matériau dense, rigidité élevée, transparence partielle. Poids anormalement élevé pour cette catégorie.",bris verre contenants provenant mesuré dense rigidité élevée transparence partielle anormalement élevé cette catégorie,0,Moyen
"Matériau inconnu en provenance de l'Usine B. Poids 83.9 kg, volume 160.7 L. Propriétés mixtes. Orientation vers tri manuel.",inconnu 83 9kg 160 propriétés mixtes orientation vers tri manuel,0,Inconnu
"Lot de papier récupéré à l'Usine B. Poids léger de 12.1 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré léger 12 1kg petit souple conducteur aspect très opaque bon état général,0,Inconnu
Lot de verre trié lors d'une collecte citoyenne. Masse 205.5 kg. Matériau lourd et extrêmement rigide. Aspect indéterminée. Légère contamination observée.,verre trié lors citoyenne 205 5kg lourd extrêmement rigide aspect indéterminée légère contamination observée,1,Inconnu
"Papier usagé au Centre de Tri. Poids relevé : 13.5 kg. Faible rigidité, non conducteur. Étiquetage absent sur le conteneur.",papier usagé centre tri relevé 13 5kg faible rigidité conducteur étiquetage absent conteneur,0,Inconnu
"Lot plastique à l'emplacement non spécifié. Volume 68.1 L, poids 39.7 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique emplacement spécifié 68 39 7kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Déchet en verre collecté issu de la collecte citoyenne. Poids lourd : 205.5 kg, volume 408.8 L. Très rigide, non conducteur, aspect légèrement translucide.",verre citoyenne lourd 205 5kg 408 très rigide conducteur aspect légèrement translucide,0,Moyen
"Lot de papier récupéré lors d'une collecte citoyenne. Poids léger de 20.6 kg, volume moyen. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré lors citoyenne léger 20 6kg moyen souple conducteur aspect très opaque bon état général,0,Moyen
"Ferraille ou métal collecté à l'Usine B. Masse 65.5 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal 65 5kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Déchet métallique détecté issu de la collecte citoyenne. Poids non mesuré kg, volume 112.9 L. Conductivité élevée (0.841), rigidité importante. État dégradé, recyclage partiel possible.",métallique détecté citoyenne mesuré 112 conductivité élevée 0 841 rigidité importante état dégradé recyclage partiel possible,0,Inconnu
"Métal de récupération depuis l'Usine B. Masse 72.4 kg. Forte conductivité (0.863), rigidité élevée. Bonne valeur marchande.",métal récupération depuis 72 4kg forte conductivité 0 863 rigidité élevée bonne valeur marchande,0,Inconnu
"Lot métallique via la collecte citoyenne. Poids non mesuré kg, volume 135.3 L. Conducteur, très rigide. Aspect indéterminée. Conditionnement non conforme au protocole.",métallique via citoyenne mesuré 135 conducteur très rigide aspect indéterminée conditionnement conforme protocole,0,Inconnu
"Déchet métallique détecté via la collecte citoyenne. Poids 64.6 kg, volume 101.6 L. Conductivité élevée (0.996), rigidité importante. Volume surestimé, vérification recommandée.",métallique détecté via citoyenne 64 6kg 101 conductivité élevée 0 996 rigidité importante surestimé vérification recommandée,0,Inconnu
"Déchet de type papier identifié à l'Usine B. Volume estimé 8.2 L, poids 15.2 kg. Texture souple, très opaque.",papier identifié 8 15 2kg texture souple très opaque,0,Inconnu
"Ferraille ou métal collecté issu de la collecte citoyenne. Masse 68.7 kg. Haute conductivité électrique, matériau rigide. Prix revente estimé.",ferraille métal citoyenne 68 7kg haute conductivité électrique rigide prix revente,0,Inconnu
"Déchet en verre collecté en provenance de l'Usine B. Poids lourd : 178.8 kg, volume 371.3 L. Très rigide, non conducteur, aspect légèrement translucide.",verre lourd 178 8kg 371 très rigide conducteur aspect légèrement translucide,0,Moyen
"Lot plastique sans localisation enregistrée. Volume 97.4 L, poids 35.4 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique sans localisation enregistrée 97 35 4kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Déchets plastiques divers sans localisation enregistrée. Poids estimé 32.8 kg. Opacité semi-opaque, souplesse variable. Étiquetage absent sur le conteneur.",déchets plastique diver sans localisation enregistrée 32 8kg opacité semi opaque souplesse variable étiquetage absent conteneur,0,Inconnu
"Verre recyclable depuis le Centre de Tri. Poids 179.2 kg, volume 340.8 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable depuis centre tri 179 2kg 340 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Plastique de tri sélectif lors d'une collecte citoyenne. Masse non mesuré kg. Matériau semi-rigide, faible conductivité. Traces d'humidité détectées.",plastique tri sélectif lors citoyenne mesuré semi rigide faible conductivité trace humidité détectées,1,Inconnu
Lot de verre trié en provenance de l'Usine A. Masse 168.8 kg. Matériau lourd et extrêmement rigide. Aspect très opaque. Poids anormalement élevé pour cette catégorie.,verre trié 168 8kg lourd extrêmement rigide aspect très opaque anormalement élevé cette catégorie,0,Inconnu
"Déchet de type papier identifié provenant de l'Usine A. Volume estimé 12.0 L, poids 13.8 kg. Texture souple, très opaque.",papier identifié provenant 12 13 8kg texture souple très opaque,0,Inconnu
"Lot métallique en provenance de l'Usine A. Poids 52.1 kg, volume 93.9 L. Conducteur, très rigide. Aspect très opaque. Aucune anomalie signalée.",métallique 52 1kg 93 conducteur très rigide aspect très opaque aucune anomalie signalée,0,Inconnu
"Déchet métallique détecté via la collecte citoyenne. Poids 43.6 kg, volume 105.0 L. Conductivité élevée (0.988), rigidité importante. Volume surestimé, vérification recommandée.",métallique détecté via citoyenne 43 6kg 105 conductivité élevée 0 988 rigidité importante surestimé vérification recommandée,0,Inconnu
